ID	地点番号	駅名	世代	年齢(調査時)	開始時刻	出身地	生年	性別	1009とうもろこし<家>	1009とうもろこし<TV>	1013片足とび<家>	1013片足とび<TV>	1016びり<家>	1016びり<TV>	1007あざができる<家>	1007あざができる[あざ-]<家>	1007あざができる[-が-]<家>	1007あざができる[-できる]<家>	1007あざができる<TV>
1	NI1601	越中宮崎	高	73	14:30	1	1933	男	ﾏｷﾋﾞ	ﾏｷﾋﾞ	"ﾁﾝﾊﾞｶｸ,ｹﾝｹﾝ"	ﾁﾝﾊﾞｶｸ	"ｹﾞｯﾊﾟ,ｹﾞｯﾄ,ﾋﾞﾘ"	ｹﾞｯﾊﾟ	ｱｻﾞﾃﾞｷﾀ	ｱｻﾞ	φ	ﾃﾞｷﾀ	ｱｻﾞﾃﾞｷﾀ
1	NI1601	越中宮崎	中	54	13:00	1	1952	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝﾊﾟ	ｹﾝｹﾝｱｿﾋﾞ	ｹﾞｯﾊﾟ	ﾋﾞﾘｹﾂ	ｱｵﾀﾝｶﾞﾃﾞｷﾙ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	ｳﾁﾐｶﾞﾃﾞｷﾀ
1	NI1601	越中宮崎	若	38	10:00	1	1968	男	"ﾄｰﾓﾛｺｼ,ﾏｷﾋﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ｹﾞｯﾊﾟ,ｹﾂ"	ｲﾁﾊﾞﾝｻｲｺﾞ	ｱｵﾀﾝｶﾞﾃﾞｷﾀ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾀ	ｱｵｱｻﾞｶﾞﾃﾞｷﾀ
1	NI1601	越中宮崎	少	13	9:10	1	1993	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾋﾞﾘｯｹﾂ"	ｻｲｺﾞ	"ｱｵﾀﾝﾃﾞｷﾃｼﾏｯﾀ,ｱｵｱｻﾞﾃﾞｷﾃｼﾏｯﾀ"	"ｱｵﾀﾝ,ｱｵｱｻﾞ"	φ	ﾃﾞｷﾃｼﾏｯﾀ	ｱｵｱｻﾞｶﾞﾃﾞｷﾃｼﾏｯﾀ
2	NI1602	泊	高	69	9:40	3	1936	女	"ﾄｰﾓﾛｺｼ,ﾏｷﾋﾞ"	ﾄｰﾓﾛｺｼ	"ｹﾝｹﾝ,ｹﾝｹﾝﾊﾟ"	ｹﾝｹﾝﾊﾟ	ｹﾞｯﾀ	ﾋﾞﾘ	ｼﾝﾀﾞ	NN	NN	ｼﾝﾀﾞ	ｱｵｸﾅｯﾀ
2	NI1602	泊	中	57	10:40	1	1949	女	"ﾄｰﾓﾛｺｼ,ﾏｷﾋﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼｹﾝｹﾝ	"ｹﾞｯﾄ,ｹﾞｯﾄｸｿ"	ﾋﾞﾘ	ｼﾝﾀﾞ	NN	NN	ｼﾝﾀﾞ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ
2	NI1602	泊	若	30	10:30	1	1976	男	"ﾄｰﾓﾛｺｼ,ﾏｷﾋﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ"	ﾋﾞﾘ	ｱｵﾀﾝﾆﾅﾙ	ｱｵﾀﾝ	ﾆ	ﾅﾙ	"ｱｵﾀﾝﾆﾅﾙ,ｱｻﾞﾆﾅﾙ,ｱｻﾞｶﾞﾃﾞｷﾙ"
2	NI1602	泊	少	14	12:55	3	1992	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾀ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾀ	ｱｻﾞｶﾞﾃﾞｷﾀ
3	NI1603	入善	高	76	13:05	1	1928	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	"ｶﾀｱｼﾄﾋﾞ,ｶﾀｲｯﾎﾟﾄﾋﾞ"	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘｯｶｽ,ﾋﾞﾘｯｶｼ,ｹﾞｯﾀｸｿ,ｹﾞﾍﾞｯﾄ"	"ﾋﾞﾘ,ｹﾂ"		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
3	NI1603	入善	中	56	17:05	1	1948	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘｯｹﾂ,ﾗｽﾄﾗﾝﾅｰ"	"ﾋﾞﾘ,ﾋﾞﾘｯｹﾂ"		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
3	NI1603	入善	若	32	14:15	3<入善町>	1972	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾄﾞﾍﾞ,ｹﾞｯﾄｸｿ,ｹﾞﾍﾞ"	ﾋﾞﾘ		ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	
3	NI1603	入善	少	15	15:05	1	1989	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ｻｲｶｲ		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
3	NI1603	入善	高	73	9:50	3	1933	女	"ﾄｰﾓﾛｺｼ,ﾏｷﾋﾞ"	ﾄｰﾓﾛｺｼ	ｹｯﾊﾟﾝ	ｹｯﾊﾟﾝ	"ﾋﾞﾘ,ｹﾞｯﾄ"	ｻｲｺﾞ	ｸﾛｽﾞﾝﾀﾞ	NN	NN	ｸﾛｽﾞﾝﾀﾞ	ｱｵｱｻﾞﾐﾀｲﾆﾅｯﾀ
3	NI1603	入善	中	52	13:40	1	1954	男	ﾄｰﾓﾛｺｼ	"ﾄｰﾓﾛｺｼ,ｽｲｰﾄｺｰﾝ"	ｹﾝｹﾝ	NR	"ｹﾞﾍﾞ,ｹﾞｯﾄｸｿ"	ﾋﾞﾘ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ	ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	NR
3	NI1603	入善	若	39	10:00	1	1967	女	"ﾄｰﾓﾛｺｼ,ｺｰﾝ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ｹﾞﾍﾞ"	ｻｲｺﾞ	ｱｵｱｻﾞｶﾞﾃﾞｷﾀ	ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾀ	ｱｵｱｻﾞｶﾞﾃﾞｷﾀ
3	NI1603	入善	少	18	13:00	1	1988	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	NR	NR	ﾋﾞﾘ	ｻｲｶｲ	ｱｵﾀﾝｶﾞﾃﾞｷﾀ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾀ	ﾅｲｼｭｯｹﾂｶﾞﾃﾞｷﾀ
4	NI1604	西入善	高	74	9:05	NR	1930	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	"ｹﾞｯﾄ,ｹﾞｯﾄｸｿ"	ｹﾞｯﾄ		NN	NN	ﾁｶﾞｶﾀﾏﾙ	
4	NI1604	西入善	中	57	9:05	1	1946	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾋﾞﾘｯｹﾂ"	"ﾋﾞﾘ,ﾋﾞﾘｯｹﾂ"		ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
4	NI1604	西入善	若	37	11:15	1	1967	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ｹﾞｯﾄ	ﾋﾞﾘ		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
4	NI1604	西入善	少	14	17:15	1	1990	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞﾍﾞ	ﾋﾞﾘ		ｱｻﾞ	ﾆ	ﾅﾙ	
4	NI1604	西入善	高	69	15:30	1	1937	男	"ﾄｰﾓﾛｺｼ,ﾏｷﾋﾞ"	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ｹﾞｯﾄ,ｹﾞﾍﾞ"	ﾋﾞﾘ	"ｱｻﾞﾝﾅﾙ,ｸﾛｽﾞﾐﾆﾅｯﾀ"	"ｱｻﾞ,ｸﾛｽﾞﾐ"	"ﾝ,ﾆ"	"ﾅﾙ,ﾅｯﾀ"	ｸﾛｽﾞﾐﾆﾅｯﾀ
4	NI1604	西入善	中	50	13:30	1	1956	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ	ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｳﾁﾐｶﾞﾃﾞｷﾙ
4	NI1604	西入善	若	39	13:00	1	1967	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾄ,ﾋﾞﾘ,ｹﾂ"	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｳﾁﾐﾆﾅﾙ
4	NI1604	西入善	少	20	12:00	1	1986	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞﾍﾞ,ﾋﾞﾘ,ﾄﾞﾍﾞ"	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
5	NI1605	生地	高	76	13:30	2	1930	女	"ﾄｰｷﾋﾞ,ｷﾋﾞ,ﾄｰﾓﾛｺｼ"	ﾄｰﾓﾛｺｼ	"ｹﾝｹﾝ,ｶﾀｱｼﾋﾟｮﾝﾋﾟｮﾝ"	ｶﾀｱｼﾋﾟｮﾝﾋﾟｮﾝ	"ﾋﾞﾘ,ｹﾞｯﾊﾟ"	ﾋﾞﾘ	"ｱｻﾞﾅﾙ,ｱｻﾞﾃﾞｷﾙ"	ｱｻﾞ	φ	"ﾅﾙ,ﾃﾞｷﾙ"	ｱｻﾞﾅﾙ
5	NI1605	生地	中	52	13:15	1	1954	女	"ﾄｰﾓﾛｺｼ,ﾄｰｷﾋﾞ"	"ﾄｰﾓﾛｺｼ,ﾄｰｷﾋﾞ"	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	"ｹﾞﾍﾞ,ｹﾞｯﾄ,ｹﾞｯﾄｸｿ"	ｹﾞｯﾄ	ｼﾇ	NN	NN	ｼﾇ	ｳﾁﾐ
5	NI1605	生地	若	37	14:10	1	1969	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾊﾟ	ﾋﾞﾘ	ｼﾝﾀﾞ	NN	NN	ｼﾝﾀﾞ	"ｼﾝﾀﾞ,ﾅｲｼｭｯｹﾂｽﾙ"
5	NI1605	生地	少	14	13:55	1	1992	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	"ｶﾀｱｼﾄﾋﾞ,ｹﾝｹﾝ"	"ｹﾞﾍﾞ,ｻｲｺﾞ,ﾋﾞﾘ"	ﾋﾞﾘ	ﾅｲｼｭｯｹﾂｽﾙ	NN	NN	ﾅｲｼｭｯｹﾂｽﾙ	ﾅｲｼｭｯｹﾂｽﾙ
6	NI1606	黒部	高	72	11:00	3	1934	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ﾁﾝﾊﾞ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘ	ﾋﾞﾘ	"ｱｶｱｻﾞ,ｱｻﾞ"	"ｱｶｱｻﾞ,ｱｻﾞ"	NN	NN	"ｱｶｱｻﾞ,ｱｻﾞ"
6	NI1606	黒部	中	57	10:50	1	1949	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	"ｹﾝｹﾝ,ｶﾀｱｼﾄﾋﾞ"	"ﾋﾞﾘ,ｹﾞｯﾄ"	ﾋﾞﾘ	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｱｵｱｻﾞｶﾞﾃﾞｷﾙ"	"ｱｻﾞ,ｱｵｱｻﾞ"	ｶﾞ	ﾃﾞｷﾙ	"ｱｻﾞ,ｱｵｱｻﾞ"
6	NI1606	黒部	若	35	13:00	1	1971	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ｹﾞｯﾄ,ｹﾞｯﾄｸｿ"	ﾋﾞﾘ	"ｱｵﾀﾝｶﾞﾃﾞｷﾙ,ｱｵｱｻﾞｶﾞﾃﾞｷﾙ"	"ｱｵﾀﾝ,ｱｵｱｻﾞ"	ｶﾞ	ﾃﾞｷﾙ	"ｱｵﾀﾝ,ｱｵｱｻﾞ"
6	NI1606	黒部	少	20	13:20	3	1986	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ﾋﾞﾘｯｹﾂ,ﾄﾞﾝｹﾂ"	ﾋﾞﾘ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ	ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｵｱｻﾞ
7	NI1607	魚津	高	71	15:30	99<福岡県久留米市>	1933	男	ﾄｰｷﾋﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	NR	"ﾋﾞﾘ,ｹﾞｯﾄ,ｹﾞｯﾄｸｿ"	"ﾋﾞﾘ,ﾗｽ"		NN	NN	ｱｼｶﾞｼﾇ	
7	NI1607	魚津	中	51	11:00	1	1953	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	"ｶﾀｱｼﾄﾋﾞ,ｹﾝｹﾝﾄﾋﾞ"	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ｹﾞｯﾄ"	ﾋﾞﾘ		ｱｻﾞ	φ	ﾂｸﾙ	
7	NI1607	魚津	若	33	13:35	1	1971	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ｻｲｺｰｲ		ｱｵﾀﾝ	φ	ﾃﾞｷﾙ	
7	NI1607	魚津	高	77	11:30	1	1928	男	ﾄｰｷﾋﾞ	ﾄｰﾓﾛｺｼ	ｼﾞｬﾝｶﾞｼﾞｬﾝｶﾞ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾄｸｿ	"ﾋﾞﾘ,ｹﾂ"	ｳﾂﾐ	ｳﾂﾐ	NN	NN	ｱｻﾞﾆﾅｯﾀ
7	NI1607	魚津	中	52	11:11	1	1953	男	ﾄｰｷﾋﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾄ	ﾋﾞﾘ	"ｼﾝﾀﾞ,ｼﾇ"	NN	NN	"ｼﾝﾀﾞ,ｼﾇ"	ｱｵｱｻﾞﾆﾅﾙ
7	NI1607	魚津	若	35	20:15	1	1971	女	"ﾄｰﾓﾛｺｼ,ﾄｰｷﾋﾞ"	ﾄｰﾓﾛｺｼ	"ｹﾝｹﾝ,ｶﾀｱｼﾄﾋﾞ"	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ｹﾞｯﾄ,ﾋﾞﾘｯｹﾂ"	ﾋﾞﾘ	ｱｵﾀﾝｶﾞﾃﾞｷﾙ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	"ｱｻﾞﾆﾅﾙ,ｱｻﾞｶﾞﾃﾞｷﾙ"
7	NI1607	魚津	少	18	13:00	99<入善町>	1987	女	"ﾄｰｷﾋﾞ,ﾄｰﾓﾛｺｼ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾍﾟ,ﾋﾞﾘ,ﾋﾞﾘｹﾂ,ｹﾞﾍﾞ"	ﾋﾞﾘ	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｱｻﾞﾆﾅﾙ"	ｱｻﾞ	"ｶﾞ,ﾆ"	"ﾃﾞｷﾙ,ﾅﾙ"	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｱｻﾞﾆﾅﾙ"
8	NI1608	東滑川	高	73	16:50	3	1933	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾄｸｿ,ﾋﾞﾘ,ｹﾞｯﾄ"	ｻｲｺﾞﾅｯﾀ	ｸﾛｽﾞﾑ	NN	NN	ｸﾛｽﾞﾑ	ｸﾛｸﾅｯﾀ
8	NI1608	東滑川	中	52	17:00	1	1954	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾍﾞ"	ﾋﾞﾘ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ	ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ
8	NI1608	東滑川	若	37	11:40	99<富山市水橋>	1970	男	"ﾄｰﾓﾛｺｼ,ﾄﾅﾜ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾄｸｿ,ｹﾞﾍﾞ,ﾋﾞﾘ"	ｻｲｺﾞ	ｱｵﾀﾝ	ｱｵﾀﾝ	φ	ﾅｯﾀ	"ｱｵﾀﾝ,ｱｵｱｻﾞ"
8	NI1608	東滑川	少	19	14:15	1	1987	女	"ﾄｰﾓﾛｺｼ,ｺｰﾝ"	ﾄｰﾓﾛｺｼ	"ｹﾝﾊﾟ,ｹﾝｹﾝﾊﾟ"	"ｶﾀｱｼｶﾀｱｼﾘｮｳｱｼ,ｹﾝｹﾝﾊﾟ"	"ﾋﾞﾘｯｹﾂ,ﾄﾞﾍﾞ,ﾄﾞﾝ,ﾄﾞﾝｹﾂ"	ﾋﾞﾘ	"ｱｵｱｻﾞﾆﾅﾙ,ｱｻﾞﾆﾅﾙ"	"ｱｵｱｻﾞ,ｱｻﾞ"	ﾆ	ﾅﾙ	ｱｵｱｻﾞﾆﾅﾙ
9	NI1609	滑川	高	88	10:33	3	1918	女	"ﾄﾉﾏﾒ,ﾄｰﾓﾛｺｼ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｳﾁﾐﾆﾅﾙ	ｳﾁﾐ	ﾆ	ﾅﾙ	ｳﾁﾐﾆﾅﾙ
9	NI1609	滑川	中	52	13:00	1	1954	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	NR	NR	"ﾋﾞﾘ,ｹﾞｯﾄ"	"ﾋﾞﾘ,ｻｲｺﾞﾆﾅｯﾀ"	ｱｻﾞﾆﾅﾙ	ｱｻﾞ	ﾆ	ﾅﾙ	ﾅｲｼｭｯｹﾂｽﾙ
9	NI1609	滑川	若	38	10:54	3	1968	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ｲﾁﾊﾞﾝｻｲｺﾞﾉﾋﾄ	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｱｻﾞﾆﾅﾙ"	ｱｻﾞ	"ｶﾞ,ﾆ"	"ﾃﾞｷﾙ,ﾅﾙ"	ｱｻﾞｶﾞﾃﾞｷﾙ
9	NI1609	滑川	少	19	16:45	1	1987	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾋﾞﾘｹﾂ,ﾋﾞﾘｯｹﾂ,ﾄﾞﾝｹﾂ"	ﾋﾞﾘｯｹﾂ	ﾅｲｼｭｯｹﾂｶﾞﾃﾞｷﾙ	ﾅｲｼｭｯｹﾂ	ｶﾞ	ﾃﾞｷﾙ	ﾅｲｼｭｯｹﾂｶﾞﾃﾞｷﾏｼﾀ
10	NI1610	水橋	高	75	13:00	1	1931	女	"ﾄｰﾓﾛｺｼ,ﾄﾉﾏﾒ"	ﾄｰﾓﾛｺｼ	ﾁﾝｶﾗ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘ	ﾋﾞﾘ	ｸﾛｰﾅｯﾀ	NN	NN	ｸﾛｰﾅｯﾀ	NR
10	NI1610	水橋	中	54	10:20	1	1951	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	NR	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ,ﾋﾞﾘｯｹﾂ"	ﾋﾞﾘ	"ｱｵｱｻﾞｶﾞﾃﾞｷﾙ,ｼﾇ"	"ｱｵｱｻﾞ,NN"	"ｶﾞ,NN"	"ﾃﾞｷﾙ,ｼﾇ"	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ
10	NI1610	水橋	若	37	13:30	3	1969	男	"ﾄﾉﾏﾒ,ﾄｰﾓﾛｺｼ"	ﾄｰﾓﾛｺｼ	"ｹﾝｹﾝ,ｹﾝｹﾝﾊﾟｰ"	ｹﾝｹﾝ	ｹﾞｯﾎﾟ	ﾋﾞﾘ	"ｱｻﾞﾆﾅﾙ,ｱｵﾀﾝﾆﾅﾙ,ｱｵｱｻﾞﾆﾅﾙ"	"ｱｻﾞ,ｱｵﾀﾝ,ｱｵｱｻﾞ"	ﾆ	ﾅﾙ	ｱｻﾞﾆﾅﾙ
10	NI1610	水橋	少	18	10:30	1	1988	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
11	NI1611	東富山	高	71	14:35	1	1933	男	ﾄﾅﾜ	ﾄｰｷﾋﾞ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾄｸｿ,ｹﾞｽｯﾎﾟ"	ﾄﾞﾝﾋﾞﾘ		"NN,ｳﾁﾐ"	"NN,ﾆ"	"ｱｵｸﾅﾙ,ﾅﾙ"	
11	NI1611	東富山	中	56	13:42	1	1948	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾄﾞﾝｹﾂ,ｹﾞｯﾎﾟ,ｹﾞｽｯﾎﾟ"	ﾋﾞﾘ		"ｱｵｱｻﾞ,ｱｻﾞ"	"φ,ｶﾞ"	"ﾃﾞｷﾙ,ﾃﾞｷﾙ"	
11	NI1611	東富山	若	36	11:36	3<東富山>	1968	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ"	ﾋﾞﾘ		NN	NN	ｱｼｶﾞｼﾇ	
11	NI1611	東富山	少	13	16:46	1	1991	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ		"ｱｻﾞ,NN"	"ｶﾞ,NN"	"NR,ｱｵｸﾅﾙ"	
11	NI1611	東富山	高	78	10:17	3	1928	男	"ﾄｰﾓﾛｺｼ,ﾄｰﾅﾜ"	ﾄｰﾓﾛｺｼ	"ｹﾝｹﾝ,ｹﾝｹﾝﾄﾋﾞ,ﾋﾟｮﾝﾋﾟｮﾝﾄﾋﾞ"	ｶﾀｱｼﾃﾞﾄﾌﾞ	ｹﾞｯﾎﾟ	ﾋﾞﾘ	"ｳﾁﾐｶﾞﾃﾞｷﾙ,ｱｻﾞｶﾞﾃﾞｷﾙ"	"ｳﾁﾐ,ｱｻﾞ"	ｶﾞ	ﾃﾞｷﾙ	"ｳﾁﾐｶﾞﾃﾞｷﾙ,ｱｻﾞｶﾞﾃﾞｷﾙ"
11	NI1611	東富山	中	50	13:00	3	1956	男	"ﾄｰｷﾋﾞ,ﾄｰﾓﾛｺｼ,ﾄﾅﾜ"	ﾄｰﾓﾛｺｼ	"ﾁﾝｶﾗｶｸ,ﾁﾝｶﾗｵｶｸ"	ｶﾀｱｼﾄﾋﾞ	"ｹﾞｯﾎﾟ,ｹﾞｽｯﾎﾟ"	"ﾋﾞﾘ,ｻｲｺﾞ"	ｱｵﾅｯﾀ	NN	NN	ｱｵﾅｯﾀ	ｳﾁﾐ
11	NI1611	東富山	若	35	13:40	1	1971	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘｯｹﾂ	ｻｲｺﾞ	"ｱｵﾀﾝｶﾞﾃﾞｷﾙ,ｱｵﾀﾝﾃﾞｷﾀ"	ｱｵﾀﾝ	"ｶﾞ,φ"	"ﾃﾞｷﾙ,ﾃﾞｷﾀ"	ｱｵﾀﾝｶﾞﾃﾞｷﾙ
11	NI1611	東富山	少	18	14:45	1	1988	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ﾋﾞﾘｯｹﾂ"	ﾋﾞﾘｯｹﾂ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ	ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
12	NI1612	TOYAMA	高	70	10:35	1	1934	男	ﾄｰｷﾋﾞ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾄｸｿ	ﾋﾞﾘ		NN	NN	ｼﾝﾀﾞ	
